id,cc_cons,cc_const
32641,,3974.095238095238
12104,,6682.190476190476
5986,,10676.857142857143
39650,,6790.0
40848,,5814.857142857143
12472,,2493.714285714286
20762,,5096.809523809524
39422,,2506.5238095238096
14822,,5010.666666666667
37142,,4920.333333333333
3205,,7971.666666666667
21640,,11059.857142857143
2234,,3093.3333333333335
23606,,15425.714285714286
17423,,8239.095238095239
40828,,4791.809523809524
33985,,4728.761904761905
45721,,3227.3333333333335
40436,,11712.52380952381
15813,,4412.285714285715
14092,,14237.380952380952
30509,,6297.952380952381
34050,,5853.047619047619
21741,,5239.190476190476
36527,,4158.238095238095
8854,,8335.285714285714
10859,,14169.714285714286
706,,2555.5714285714284
43976,,5221.714285714285
43978,,7818.523809523809
7322,,14934.809523809523
28071,,5294.428571428572
12528,,3543.809523809524
26871,,7996.190476190476
24476,,5055.238095238095
422,,5100.619047619048
30157,,16982.761904761905
14281,,4680.761904761905
42520,,5064.428571428572
3625,,7392.142857142857
33366,,8801.857142857143
34675,,12549.714285714286
39319,,11960.333333333334
46573,,6983.238095238095
44389,,6568.047619047619
41395,,6561.619047619048
3809,,4695.952380952381
18331,,8255.333333333334
30478,,3366.809523809524
14623,,2435.285714285714
18825,,8682.761904761905
16354,,16616.333333333332
22670,,8196.666666666666
8387,,9222.380952380952
36491,,6690.333333333333
42008,,3278.0
10573,,4140.047619047619
20914,,7313.0
20255,,5346.476190476191
26022,,2701.095238095238
46674,,11382.380952380952
6023,,5063.428571428572
17266,,5500.047619047619
19131,,7185.333333333333
31503,,35337.71428571428
1337,,6329.142857142857
21281,,4736.238095238095
32933,,4442.476190476191
4650,,6367.857142857143
28357,,11188.57142857143
32764,,5371.380952380952
46028,,8643.619047619048
1228,,13898.285714285714
34211,,15366.190476190477
35195,,3999.190476190476
19995,,7591.0952380952385
15691,,3276.2380952380954
33450,,15161.809523809523
45389,,8355.666666666666
35560,,16174.857142857143
46012,,11753.095238095239
13108,,9276.904761904761
26849,,11196.47619047619
13047,,3097.5238095238096
33233,,7303.476190476191
46211,,9833.333333333334
6624,,4293.238095238095
36355,,6717.809523809524
36856,,2324.8571428571427
33234,,11674.57142857143
31069,,13437.904761904761
26844,,30784.47619047619
23253,,15378.57142857143
44965,,5571.285714285715
13042,,7986.238095238095
9988,,4262.333333333333
22827,,8523.714285714286
2521,,5019.761904761905
17211,,4609.428571428572
16912,,21836.333333333332
29291,,9002.285714285714
38895,,4075.1428571428573
45744,,36594.95238095238
42705,,14891.52380952381
1427,,3417.8571428571427
32682,,4753.619047619048
4771,,10270.952380952382
46180,,9584.47619047619
26801,,25176.571428571428
39359,,4384.9047619047615
33709,,14162.047619047618
12042,,4049.8571428571427
22838,,16660.619047619046
7529,,2762.3333333333335
13296,,5750.0952380952385
35618,,4532.523809523809
10447,,11905.047619047618
10,,5207.809523809524
45014,,4749.0
25003,,10416.190476190477
16307,,5228.476190476191
17853,,4332.619047619048
7595,,3408.6190476190477
3520,,5400.809523809524
44558,,7830.380952380952
46301,,3582.6666666666665
22510,,6044.047619047619
40911,,3423.5238095238096
42100,,12244.380952380952
2569,,7046.190476190476
7915,,7571.047619047619
32458,,6634.523809523809
23350,,2593.4761904761904
24797,,4800.142857142857
46443,,8559.52380952381
26812,,4228.714285714285
9726,,3742.6190476190477
3859,,5102.809523809524
36311,,7288.238095238095
4975,,11511.285714285714
5500,,4552.952380952381
21488,,6786.476190476191
27669,,10561.57142857143
1266,,6354.333333333333
27620,,7595.142857142857
6722,,3674.1428571428573
40624,,7431.0
32921,,9238.380952380952
8472,,2978.809523809524
40638,,7389.238095238095
4869,,15297.0
14659,,3446.4761904761904
24888,,2250.8571428571427
44115,,3453.095238095238
10689,,4054.809523809524
39086,,6095.142857142857
16735,,1812.857142857143
23117,,11210.809523809523
45868,,9305.333333333334
9305,,6672.666666666667
32812,,2489.285714285714
39541,,6100.047619047619
16297,,3339.2380952380954
2041,,7201.142857142857
45561,,7386.476190476191
992,,4866.0952380952385
12797,,2862.2380952380954
22251,,5749.857142857143
44026,,4911.9047619047615
32438,,3068.7619047619046
24423,,4613.761904761905
39098,,4073.0
42837,,2974.0
7900,,5451.619047619048
4487,,6465.238095238095
7575,,9758.619047619048
45234,,1816.7142857142858
36731,,11355.714285714286
40043,,17678.904761904763
32878,,3993.904761904762
5977,,3721.0476190476193
14022,,1848.3809523809523
1923,,3597.2380952380954
33070,,7480.428571428572
15593,,2627.190476190476
34389,,18140.95238095238
32212,,9091.285714285714
44292,,13151.952380952382
32304,,5471.047619047619
30061,,10278.904761904761
25782,,8098.476190476191
832,,10363.857142857143
40517,,5172.9047619047615
30503,,5183.333333333333
13209,,18916.571428571428
44530,,3529.0476190476193
24637,,6502.857142857143
18401,,4449.761904761905
6728,,4892.857142857143
14705,,6996.714285714285
8777,,3231.2380952380954
25659,,17940.809523809523
2871,,4992.809523809524
19124,,3289.095238095238
33704,,4917.809523809524
4286,,5094.857142857143
42808,,3343.904761904762
22198,,9140.904761904761
5953,,6396.523809523809
12452,,6123.761904761905
11088,,8794.666666666666
35742,,12932.42857142857
7853,,3982.714285714286
37453,,6662.857142857143
9945,,3824.3333333333335
8761,,5785.238095238095
7030,,4029.5714285714284
3255,,7778.380952380952
16560,,4656.619047619048
2530,,6361.809523809524
11596,,9549.57142857143
18769,,11252.0
33689,,6267.952380952381
41196,,3470.904761904762
40770,,3162.9523809523807
12420,,9915.142857142857
25559,,5811.857142857143
3298,,12650.0
5204,,2066.5714285714284
20490,,10666.190476190477
41382,,4209.0952380952385
20451,,6018.809523809524
28236,,33647.57142857143
38043,,4363.666666666667
29763,,4437.761904761905
21188,,5143.333333333333
34957,,13516.190476190477
4679,,6932.285714285715
28971,,4299.714285714285
46132,,14499.857142857143
25284,,5757.238095238095
24822,,10586.333333333334
16166,,7215.047619047619
26004,,3564.4761904761904
25200,,18795.333333333332
20567,,6538.380952380952
29350,,5570.428571428572
19282,,8785.047619047618
35613,,21181.238095238095
14894,,5736.142857142857
17055,,2584.6666666666665
2899,,2723.5238095238096
19099,,6518.0
23374,,2352.095238095238
17906,,3604.904761904762
41710,,5603.952380952381
42916,,5069.809523809524
9679,,6086.619047619048
46683,,9611.809523809523
43085,,6006.809523809524
16775,,16224.142857142857
2251,,12486.142857142857
22619,,9943.285714285714
1785,,25216.47619047619
39536,,3633.9523809523807
17087,,21099.666666666668
10673,,3795.3333333333335
31558,,6516.142857142857
20718,,11569.333333333334
16408,,8289.761904761905
16436,,12587.095238095239
15145,,22517.85714285714
3399,,12398.904761904761
4126,,9282.285714285714
35977,,9706.809523809523
39704,,6070.666666666667
2105,,3296.1428571428573
21555,,7257.142857142857
5235,,32798.0
38613,,3086.6666666666665
23402,,8472.619047619048
6981,,7091.571428571428
4364,,20181.809523809523
38853,,2597.190476190476
9426,,5040.0
36964,,2003.904761904762
17339,,2618.4761904761904
38156,,8126.9047619047615
8595,,4946.333333333333
23589,,4608.761904761905
40975,,3533.714285714286
38738,,5119.761904761905
7761,,3047.7619047619046
17540,,7540.333333333333
6256,,35372.0
17386,,10265.666666666666
33024,,2665.0
32369,,3741.190476190476
28472,,15452.380952380952
34541,,19349.428571428572
6475,,9311.52380952381
45460,,3040.3333333333335
31738,,3342.904761904762
12119,,5265.809523809524
11800,,6420.142857142857
19199,,6127.285714285715
4974,,15726.761904761905
6636,,4220.714285714285
22353,,20566.571428571428
16559,,21845.52380952381
40758,,5624.238095238095
46417,,13631.714285714286
10604,,5184.142857142857
5106,,5667.142857142857
15975,,3916.3333333333335
10444,,4681.047619047619
24669,,21025.47619047619
39810,,4722.047619047619
41848,,15754.238095238095
27520,,28824.52380952381
440,,3575.095238095238
15815,,7609.238095238095
17919,,6054.238095238095
37428,,3509.0
19378,,5467.809523809524
8532,,10435.333333333334
26813,,4995.380952380952
38843,,21206.04761904762
14509,,20152.238095238095
29172,,10734.52380952381
14643,,10756.047619047618
44799,,4208.666666666667
26721,,4722.714285714285
40303,,26471.619047619046
42901,,22956.714285714286
7830,,5430.190476190476
45542,,6779.857142857143
37693,,4085.9523809523807
28347,,3022.4285714285716
10011,,4603.380952380952
30873,,3176.0
46002,,6793.571428571428
10494,,7425.0952380952385
46646,,4730.809523809524
13624,,25444.428571428572
10730,,4345.428571428572
44446,,4318.619047619048
21026,,7140.952380952381
19630,,6954.285714285715
40599,,8084.0952380952385
4540,,4249.190476190476
9060,,2574.904761904762
30645,,7815.476190476191
41371,,11462.904761904761
26493,,3148.904761904762
38033,,13333.42857142857
26773,,6973.0
32636,,19820.85714285714
40173,,16367.238095238095
24215,,8435.619047619048
29702,,3880.5238095238096
38671,,7778.571428571428
9101,,5287.571428571428
23614,,2842.7619047619046
31354,,11050.380952380952
44054,,6391.523809523809
28585,,3947.7619047619046
44804,,3191.0476190476193
20539,,4313.857142857143
33325,,11089.333333333334
18130,,4892.714285714285
42036,,19362.333333333332
8380,,13925.619047619048
21129,,4937.0952380952385
30953,,7796.190476190476
2015,,5903.571428571428
40200,,5740.238095238095
4499,,6794.0
196,,12147.238095238095
44458,,10013.095238095239
23643,,12926.42857142857
15617,,7792.761904761905
5255,,3693.2380952380954
19971,,4975.0
41511,,10333.809523809523
24664,,5066.142857142857
8705,,8501.238095238095
36488,,2076.4761904761904
5330,,9988.42857142857
24956,,6755.285714285715
4735,,3619.1428571428573
19158,,9151.952380952382
23902,,9474.333333333334
43434,,7266.047619047619
27290,,5579.190476190476
28566,,8209.809523809523
32346,,5677.476190476191
38491,,3650.0476190476193
30383,,4947.619047619048
9014,,4865.0
19494,,3733.904761904762
31420,,3238.095238095238
42254,,12002.095238095239
15460,,8012.047619047619
21029,,19375.285714285714
15771,,7613.714285714285
31844,,4056.4285714285716
24175,,3875.1428571428573
7921,,3254.9523809523807
41071,,8479.095238095239
19288,,4556.285714285715
35184,,3485.4761904761904
25275,,4536.142857142857
39031,,8838.42857142857
2814,,2880.5714285714284
948,,4668.0952380952385
5824,,5648.952380952381
18140,,4011.809523809524
8769,,5439.238095238095
11256,,5869.619047619048
16474,,7521.0952380952385
33660,,21951.809523809523
42442,,5678.047619047619
46858,,13438.0
44975,,3905.2380952380954
4913,,9537.666666666666
35580,,6568.190476190476
29539,,5011.761904761905
6396,,6407.857142857143
27195,,5037.0
1212,,8395.809523809523
4606,,6097.238095238095
10189,,17443.14285714286
19168,,7062.523809523809
2219,,3442.3333333333335
6175,,4691.047619047619
12346,,7279.809523809524
9090,,2970.4761904761904
7712,,9236.714285714286
13111,,4420.333333333333
26396,,8967.0
21186,,3652.3333333333335
32108,,5006.333333333333
18225,,3412.5714285714284
844,,2967.3809523809523
45450,,2129.904761904762
19317,,4404.333333333333
4216,,4835.190476190476
37432,,9700.47619047619
45671,,4124.380952380952
14547,,12022.380952380952
25020,,8623.619047619048
29251,,3146.5238095238096
12590,,3260.809523809524
2566,,5225.380952380952
16075,,4658.476190476191
18848,,6037.428571428572
9311,,7273.190476190476
8477,,5792.428571428572
46208,,7056.380952380952
41115,,2788.0
37322,,15440.761904761905
7935,,4793.285714285715
33583,,4590.761904761905
19447,,3637.809523809524
11666,,14792.47619047619
37307,,7499.428571428572
18679,,6654.238095238095
44346,,10202.857142857143
26363,,9876.57142857143
20794,,2771.6666666666665
46295,,5402.428571428572
29804,,2999.190476190476
13869,,5259.285714285715
18635,,9251.714285714286
16906,,3985.0
27735,,7817.285714285715
2886,,2578.5238095238096
32139,,3612.7619047619046
15792,,14365.095238095239
22104,,26569.0
35498,,4696.523809523809
12291,,2722.6190476190477
12834,,4367.333333333333
3259,,3304.5714285714284
14054,,2708.4761904761904
11960,,4785.333333333333
28239,,8303.095238095239
41525,,8477.619047619048
19528,,6098.761904761905
24429,,4420.952380952381
45539,,14196.952380952382
44141,,2730.8571428571427
31954,,4305.571428571428
21663,,5550.047619047619
12281,,6812.714285714285
4888,,31312.571428571428
5404,,35171.333333333336
37159,,7860.714285714285
42596,,4750.666666666667
9128,,23083.428571428572
28112,,6302.666666666667
23617,,26294.571428571428
45876,,8390.619047619048
35264,,12494.333333333334
16146,,5669.857142857143
22130,,10715.52380952381
9956,,9317.142857142857
27273,,3341.1428571428573
21842,,6982.0
16518,,9480.333333333334
15828,,10376.095238095239
6309,,2747.0
35093,,26174.285714285714
21873,,31019.333333333332
33972,,12635.619047619048
5556,,13190.333333333334
39852,,10506.47619047619
6423,,11872.142857142857
8075,,5945.714285714285
2039,,3093.2380952380954
29971,,5515.714285714285
21717,,4706.9047619047615
42886,,12907.47619047619
31494,,4240.857142857143
1851,,5429.761904761905
6130,,19269.85714285714
34700,,5944.666666666667
38127,,7364.571428571428
30477,,7775.714285714285
3997,,1959.8095238095239
30181,,5212.714285714285
31925,,15011.333333333334
46155,,3925.095238095238
4011,,5207.714285714285
14653,,6896.380952380952
9238,,5644.809523809524
9265,,3130.904761904762
21561,,3641.4761904761904
38789,,5175.476190476191
26134,,4488.0952380952385
5763,,4278.190476190476
2885,,10433.952380952382
753,,5909.190476190476
21455,,23403.380952380954
17799,,6706.476190476191
17427,,2215.4761904761904
27803,,10047.619047619048
28714,,21656.190476190477
29855,,7872.047619047619
25812,,6361.714285714285
13985,,1934.3333333333333
46722,,5917.047619047619
3002,,8628.57142857143
33718,,3068.0476190476193
20689,,5051.952380952381
32455,,4232.047619047619
22084,,6720.9047619047615
40269,,5537.428571428572
7194,,1685.095238095238
9296,,11963.904761904761
21459,,4773.476190476191
9091,,4298.809523809524
16804,,11671.42857142857
13889,,2534.5714285714284
2914,,9807.761904761905
40806,,8836.57142857143
10694,,3102.7619047619046
22907,,3966.0476190476193
14429,,5208.190476190476
39364,,9771.380952380952
23945,,16498.428571428572
44282,,3678.8571428571427
23874,,3246.9523809523807
9283,,6551.047619047619
41681,,7163.0
15725,,4846.333333333333
10833,,4283.0
39908,,10300.809523809523
6756,,4254.571428571428
23871,,1819.4761904761904
39256,,8442.666666666666
19362,,5110.047619047619
18921,,1913.7619047619048
1944,,9531.714285714286
29355,,4627.857142857143
6289,,14123.380952380952
2918,,3409.0476190476193
41615,,3971.714285714286
42001,,4557.952380952381
23598,,2621.5714285714284
12208,,7852.476190476191
29863,,5698.0
24900,,5049.9047619047615
34133,,7066.428571428572
15922,,6019.571428571428
17388,,3701.3809523809523
30714,,10561.809523809523
34220,,4316.0952380952385
30186,,12509.904761904761
37616,,6156.714285714285
8409,,5422.809523809524
37708,,23836.52380952381
33802,,9859.47619047619
85,,2977.095238095238
34739,,5750.523809523809
33882,,5730.0
6103,,7191.523809523809
10483,,8709.714285714286
113,,5970.952380952381
37206,,8508.285714285714
18961,,7549.190476190476
14828,,2570.6190476190477
10169,,9785.142857142857
30269,,4647.761904761905
43046,,5901.238095238095
40789,,13458.190476190477
29016,,4569.761904761905
43677,,3525.1428571428573
14269,,11963.238095238095
45106,,4180.952380952381
32321,,2442.8571428571427
34488,,7939.047619047619
44813,,9690.42857142857
33429,,2918.904761904762
391,,18763.571428571428
10633,,7419.333333333333
271,,6495.0
20338,,15244.190476190477
7942,,6215.571428571428
18874,,5311.0952380952385
45262,,6366.142857142857
4317,,2222.904761904762
1406,,2636.4761904761904
8948,,23557.14285714286
22463,,3296.9523809523807
22337,,4210.047619047619
2479,,5036.809523809524
19912,,1837.904761904762
38314,,13304.285714285714
31947,,8452.57142857143
10047,,2785.1428571428573
1630,,2983.190476190476
36160,,7578.190476190476
30246,,4346.809523809524
20839,,3570.9523809523807
46372,,4527.142857142857
21158,,7280.285714285715
46678,,4742.047619047619
9367,,5319.952380952381
16685,,7102.714285714285
14662,,13466.952380952382
14555,,4165.0952380952385
8261,,6227.333333333333
13342,,12865.380952380952
24546,,8505.714285714286
15233,,6516.857142857143
17077,,17626.761904761905
4496,,17668.904761904763
25032,,7278.047619047619
32780,,6753.190476190476
1537,,9543.57142857143
12742,,2373.3809523809523
9889,,6726.0952380952385
34010,,9283.666666666666
530,,4833.0952380952385
5494,,10021.714285714286
21423,,3371.6190476190477
32407,,4223.333333333333
13988,,6315.761904761905
24743,,16836.809523809523
1618,,3270.4285714285716
21426,,4284.238095238095
378,,19220.333333333332
45,,2213.4761904761904
4035,,2898.0
27131,,1925.2380952380952
14975,,7637.0
43535,,5604.523809523809
24001,,7928.9047619047615
42767,,7971.190476190476
36414,,6351.9047619047615
31531,,4303.857142857143
14267,,4848.047619047619
28428,,5666.428571428572
8032,,8084.571428571428
35179,,5985.333333333333
35637,,3986.190476190476
2904,,7019.809523809524
18468,,4792.380952380952
41959,,7264.047619047619
1829,,4553.857142857143
10613,,5008.428571428572
8555,,5939.142857142857
16244,,3797.714285714286
36492,,9088.52380952381
3504,,2937.5238095238096
26076,,15020.714285714286
20956,,1325.2380952380952
28593,,8238.857142857143
36187,,1403.3333333333333
40025,,10554.095238095239
34412,,4124.761904761905
43663,,6090.571428571428
45933,,4811.142857142857
8004,,22054.14285714286
6804,,11992.42857142857
38539,,7071.0952380952385
23110,,3768.904761904762
17654,,3746.4761904761904
2582,,16549.095238095237
45381,,14482.095238095239
46514,,3215.0
18345,,3217.2380952380954
39462,,4482.285714285715
9407,,4852.523809523809
16587,,5329.619047619048
9590,,5939.714285714285
38463,,6858.9047619047615
11143,,5058.857142857143
10134,,2583.904761904762
28606,,4940.190476190476
29841,,2613.6190476190477
35531,,7271.142857142857
44121,,7450.0
21623,,5191.0952380952385
5620,,4007.904761904762
21399,,7938.523809523809
26852,,4938.142857142857
29996,,5053.0952380952385
30077,,6422.476190476191
35593,,15624.095238095239
44737,,11085.42857142857
13061,,7476.428571428572
6929,,4559.952380952381
1113,,16485.904761904763
12904,,10316.142857142857
31275,,16782.0
3367,,2607.8571428571427
34177,,6091.142857142857
28703,,19628.85714285714
6394,,8858.333333333334
45445,,7659.952380952381
19524,,3606.285714285714
42358,,6501.619047619048
22060,,3246.8571428571427
42923,,5820.571428571428
31452,,3874.714285714286
20474,,5419.428571428572
12879,,6189.285714285715
37328,,10798.333333333334
26329,,3373.0
6294,,27955.285714285714
29577,,5250.0952380952385
25694,,6603.571428571428
41652,,32451.85714285714
27187,,9255.714285714286
41654,,19056.904761904763
22889,,9211.809523809523
23403,,6530.619047619048
42566,,4506.619047619048
35240,,8402.666666666666
835,,36154.28571428572
9830,,3331.3333333333335
13066,,7095.714285714285
8735,,2519.5238095238096
4563,,6192.523809523809
33694,,6705.571428571428
26656,,6726.9047619047615
43462,,7873.0
41343,,11575.190476190477
22677,,8892.904761904761
24558,,12671.47619047619
30633,,3367.190476190476
18728,,8113.428571428572
14874,,6018.238095238095
15143,,7801.047619047619
17702,,14558.857142857143
30353,,15393.42857142857
5628,,3242.2380952380954
16754,,2714.9523809523807
9592,,13476.57142857143
15372,,4383.666666666667
30126,,6192.333333333333
7035,,4418.476190476191
28990,,4086.4285714285716
32535,,3243.6666666666665
31491,,5646.0
36112,,4063.714285714286
11868,,4366.857142857143
33363,,10626.0
16435,,9730.285714285714
8194,,4565.238095238095
40066,,1667.6666666666667
22124,,6529.142857142857
27531,,4844.142857142857
8806,,4874.142857142857
13375,,3543.5238095238096
3963,,11591.809523809523
665,,7056.333333333333
38015,,1723.0
17885,,19331.380952380954
4145,,4798.9047619047615
45635,,16456.0
29787,,28274.904761904763
31909,,12592.52380952381
22486,,3429.285714285714
39294,,9948.047619047618
20950,,2462.285714285714
36156,,8784.47619047619
29532,,2600.0476190476193
7017,,4589.714285714285
9300,,3638.809523809524
510,,3944.714285714286
17652,,4165.9047619047615
23544,,13467.285714285714
7919,,6265.761904761905
26357,,7923.714285714285
21408,,4960.428571428572
35228,,11466.238095238095
3197,,8941.333333333334
37803,,5267.666666666667
44237,,9070.761904761905
40357,,21039.428571428572
21923,,4198.714285714285
18896,,3359.6666666666665
38319,,5332.333333333333
19277,,18892.85714285714
25530,,5256.523809523809
27115,,3275.904761904762
25452,,3562.4285714285716
10507,,6335.238095238095
11443,,5982.476190476191
31155,,3004.904761904762
44014,,7805.571428571428
20638,,6320.238095238095
40302,,9562.47619047619
23160,,15368.190476190477
26916,,5234.333333333333
34257,,7886.190476190476
36683,,9840.190476190477
11354,,6101.666666666667
21833,,3191.4761904761904
43601,,3893.2380952380954
25840,,5862.714285714285
22497,,3286.2380952380954
38179,,5867.142857142857
35332,,13627.666666666666
19155,,8595.666666666666
19711,,8315.285714285714
28861,,2602.7619047619046
36581,,4647.666666666667
42847,,3206.1428571428573
33210,,3642.8571428571427
29361,,12797.761904761905
24490,,3428.904761904762
42430,,19299.52380952381
42278,,1937.7619047619048
37938,,6215.761904761905
27947,,4081.5238095238096
20595,,12069.47619047619
12069,,3358.285714285714
1900,,4845.857142857143
14706,,27359.380952380954
46507,,3719.904761904762
9651,,7725.9047619047615
3015,,23636.714285714286
6214,,2094.4761904761904
46606,,5927.142857142857
20498,,16401.619047619046
7822,,4795.714285714285
16684,,8982.380952380952
