id,cc_cons
22510,21610.54841257099
40911,18936.82338382813
42100,46077.31148396034
2569,49548.241378557635
7915,31151.46364939725
32458,25956.539506405592
23350,35915.801873211574
24797,21510.27134173768
46443,29152.90523731016
26812,27226.11447783315
9726,23387.258871929516
3859,24872.199989225017
36311,19500.538281502377
4975,18601.48867669562
5500,27595.11468751129
21488,38840.5419112409
27669,45860.245307469304
1266,45440.08887323877
27620,25196.77346423178
6722,24696.607291589753
40624,15939.053990712215
32921,29894.565374662576
8472,19965.80152032769
40638,25949.578083036176
4869,63197.83048857894
14659,25221.791630968888
24888,31742.04615541137
44115,30491.913536677603
10689,19793.976442582032
39086,38194.59843033517
16735,34245.578233696026
23117,28917.695506881922
45868,23427.023963036365
9305,29750.790631040407
32812,26622.281556590227
39541,25989.407471443614
16297,27539.05922043926
2041,36838.13150521676
45561,27394.320617654448
992,23962.611975369597
12797,22269.93467748261
22251,41599.34601520753
44026,18203.785024997545
32438,19240.472165286774
24423,19269.075046572718
39098,26232.821979365544
42837,23584.615070853702
7900,23668.275522443786
4487,22895.49688164433
7575,52218.08161524721
45234,20659.066308212583
36731,27150.167893426056
40043,20329.85169681927
32878,30965.992133051972
5977,21344.490909054148
14022,26523.380378393864
1923,26323.188823501987
33070,20217.83550727737
15593,19185.359028696956
34389,29291.789497026446
32212,23574.976860676106
44292,23904.098883980187
32304,19524.646613240184
30061,22254.815656649065
25782,61384.81498269903
832,55532.253290464316
40517,26546.37640485211
30503,24649.56554103736
13209,57735.26364629518
44530,23462.051753380103
24637,33762.99972765276
18401,18212.669054696627
6728,20325.051141701755
14705,19293.197545680392
8777,19487.024763791298
25659,36345.26411448198
2871,25641.348268095986
19124,24913.058753016754
33704,24710.97235395768
4286,34548.50176971144
42808,22761.885157795565
22198,24520.82190232398
5953,30696.726776650903
12452,19643.19479218821
11088,58378.87878689583
35742,95774.56754035706
7853,42090.45800533972
37453,20841.571501238912
9945,22463.714044807886
8761,51725.473699704016
7030,24686.960587438633
3255,69920.23239773713
16560,22289.794077998493
2530,28224.118109513365
11596,33101.31454279952
18769,24046.139443772787
33689,38342.83056463621
41196,29673.62431087246
40770,32713.906922431604
12420,20660.17789944075
25559,27972.5736023449
3298,64013.89122502162
5204,19902.611552855116
20490,27540.433907011495
41382,23221.626356344263
20451,24452.142231388832
28236,31939.00082069711
38043,56952.89542838244
29763,22981.77997522347
21188,21856.67967321421
34957,43361.248182912124
4679,23270.19933214833
28971,34544.35352677631
46132,59146.739886720025
25284,21246.193195233413
24822,29493.766226414387
16166,56856.93082521955
26004,26655.594157576386
25200,35178.10101426448
20567,23710.34627984735
29350,40267.317744222935
19282,22753.579727918433
35613,36943.81641763015
14894,22130.473380920128
17055,36005.33838254234
2899,28474.370040960406
19099,24248.14614784866
23374,23550.057469886087
17906,24507.690617340588
41710,21526.05935111962
42916,22257.50444053521
9679,52654.37918949191
46683,22991.985992307396
43085,23263.466556657397
16775,34839.72841228236
2251,33270.814653795795
22619,19502.99220024742
1785,64171.09448388225
39536,30072.12456023376
17087,73629.14769185116
10673,27441.78589083196
31558,27638.67710920985
20718,21081.007830931805
16408,34501.65976562296
16436,60920.16935924697
15145,44540.24653121701
3399,24742.426067990484
4126,30810.197996850067
35977,27341.07712693815
39704,22675.92849844339
2105,19838.228128134564
21555,29510.120836828602
5235,26605.455856465793
38613,17909.5157918536
23402,24118.550500742364
6981,34533.427581137366
4364,44851.125249469565
38853,25808.63161823788
9426,17426.425920624926
36964,22634.213547826308
17339,18036.95731416918
38156,24182.917017034168
8595,24163.998178321926
23589,22785.519993930502
40975,18538.689691373
38738,47278.276816003636
7761,65663.84573598224
17540,36421.80407384873
6256,64805.57333260754
17386,20447.15425304504
33024,27284.704509647563
32369,27437.408925678115
28472,31566.74237475198
34541,34726.745038541936
6475,18250.358473155706
45460,53414.52980431175
31738,17374.484810061345
12119,27615.048150590213
11800,38085.901327675354
19199,32783.266781799844
4974,71203.4874111918
6636,22176.48581029105
22353,43186.70969572943
16559,35604.495138380444
40758,45088.199486569094
46417,33685.514658130676
10604,16235.627416907635
5106,20437.76715369409
15975,27329.01291754059
10444,60422.331363694306
24669,36867.58657296561
39810,21132.852502525784
41848,43580.83994104463
27520,28307.37796779629
440,22329.866626061645
15815,20415.122250645858
17919,80670.92680695213
37428,25175.267142458644
19378,27052.238384475
8532,36155.685527413734
26813,19406.97489395266
38843,126492.62410865858
14509,23501.689867142355
29172,57384.69336901669
14643,37218.32860447932
44799,20566.426238602522
26721,68332.22162238046
40303,53259.06531245701
42901,40980.27457426506
7830,24647.69506636
45542,27307.909243935632
37693,29758.959383559035
28347,18192.108838414075
10011,20413.10488449261
30873,18599.35742327824
46002,25402.161157854658
10494,26864.682136315067
46646,32382.04974993522
13624,86042.94253295177
10730,21642.8849031633
44446,22145.865931601642
21026,29427.214985979255
19630,31287.14574204816
40599,34388.98293785326
4540,28327.91767087858
9060,19787.770575331524
30645,22286.223632729467
41371,25663.689037271746
26493,44951.340642208175
38033,25475.687923303427
26773,17899.645417609776
32636,25661.376517228608
40173,40486.124461992295
24215,40399.60666762927
29702,27151.30211813131
38671,24951.45085736399
9101,23403.619501047855
23614,23204.451056551945
31354,70409.21121476186
44054,28786.767683052865
28585,19608.72759524075
44804,21681.546727111447
20539,18449.46576093335
33325,34420.314400946896
18130,64781.0628548105
42036,45588.065233720525
8380,23604.318121846358
21129,20542.970570463425
30953,40483.7061056103
2015,22865.384835681238
40200,66504.60347615453
4499,34762.74360598528
196,18487.72800202109
44458,46734.096792111726
23643,34363.89320593502
15617,39756.291240154154
5255,21345.889724364068
19971,24529.709373828664
41511,38237.90781658329
24664,23527.667326546565
8705,30141.512306276476
36488,18401.025907230505
5330,25504.91681153621
24956,20903.01077301064
4735,17274.202034317947
19158,20522.585173155123
23902,25752.576074092853
43434,25632.191863961983
27290,44734.20805770173
28566,87183.40902764339
32346,18302.103824089165
38491,17019.118790064822
30383,43843.64571069111
9014,42301.97121379885
19494,23084.98169235466
31420,26931.26884720073
42254,28942.57557179578
15460,29683.961279712094
21029,45613.64773504532
15771,26601.122876241687
31844,53387.24588592374
24175,22566.93678232719
7921,20336.095952154254
41071,33627.44083128279
19288,25116.904091088276
35184,24086.14159761631
25275,27333.41283771413
39031,36252.34443883851
2814,44456.94532843138
948,52844.07101967576
5824,20839.22255037725
18140,17254.575890557695
8769,20213.411379288067
11256,22256.367608877452
16474,22024.973809755407
33660,86546.30141613202
42442,36299.50877822045
46858,30192.72105809176
44975,26172.650100939092
4913,39164.72930453718
35580,20252.737533206382
29539,61284.00573378726
6396,20581.488378434442
27195,21145.48518606421
1212,31158.847223773424
4606,61009.3908121266
10189,31262.8637234153
19168,20689.276839357335
2219,20164.933494522003
6175,61889.99626701596
12346,28615.95689313783
9090,39605.1784174355
7712,30533.702743270667
13111,82198.76093559407
26396,61052.65760264994
21186,18479.938387910137
32108,25729.400796712493
18225,32266.751102540613
844,21034.02385125315
45450,23366.02965431637
19317,19615.02099606357
4216,38043.71562360856
37432,27215.553264660994
45671,23831.115875660384
14547,21082.73045110714
25020,46292.75130772116
29251,34667.166879902215
12590,23082.273523126147
2566,25530.72211640491
16075,23097.71346010355
18848,30146.138019751234
9311,40185.959750174836
8477,20843.31360933234
46208,28312.305213710002
41115,22032.131786675018
37322,54977.19929050887
7935,70735.343560118
33583,21304.966740491247
19447,17556.46029996057
11666,48606.831036339834
37307,32579.063311129838
18679,18619.366045163246
44346,35150.572199238726
26363,27348.559142216487
20794,18561.292346353584
46295,38371.8542547313
29804,60485.069341135764
13869,19361.270789555798
18635,16475.335168893507
16906,32247.084643978043
27735,27461.992103545927
2886,21636.605773199233
32139,22242.405596774828
15792,39983.75120432614
22104,36469.29492307431
35498,24797.711050761805
12291,20118.147548865818
12834,19033.92241267214
3259,28817.792860842485
14054,43584.159136031754
11960,22411.809832349478
28239,32941.75063085722
41525,40453.945510208054
19528,23967.152072961966
24429,45118.281179174664
45539,41614.15470778686
44141,49579.84451008635
31954,28193.110076602956
21663,24613.22533188085
12281,31990.014598223992
4888,306885.8843614937
5404,173565.21496281528
37159,53916.65265833301
42596,26774.141759752878
9128,33480.45697641323
28112,18950.562251688127
23617,104293.35913462698
45876,18354.73000114088
35264,26474.617792681674
16146,27571.369911166228
22130,23920.975574428507
9956,22597.10548679129
27273,27599.851225801336
21842,34624.9466096744
16518,24189.754799789167
15828,23168.684832995175
6309,21414.27713486072
35093,27570.581009636197
21873,45756.04424481193
33972,41277.160120124434
5556,23540.1268236787
39852,60859.935929536296
6423,79873.72668686087
8075,25023.275514915644
2039,22112.27769079423
29971,23584.31793338913
21717,32436.515358175646
42886,25848.225720754097
31494,22880.210797350184
1851,33459.15806041131
6130,91500.02727818457
34700,28329.94842271981
38127,44471.80583468196
30477,62155.87143754031
3997,51283.255635997484
30181,30325.32841470983
31925,25974.170738479123
46155,20712.54556176343
4011,28852.09704754429
14653,26389.522753087513
9238,21815.415870437777
9265,26100.042851917504
21561,23737.947977516276
38789,19418.622604300326
26134,24626.014101260924
5763,24256.03528751913
2885,22802.188645507733
753,89923.82473111074
21455,57392.764444132656
17799,29588.181626513862
17427,22686.15753083577
27803,28962.797665936116
28714,70413.08715890921
29855,21404.910600045056
25812,36428.053576301085
13985,17066.532360956073
46722,31660.817442945583
3002,34388.931718077976
33718,37849.394420183
20689,26627.97275105922
32455,21649.17806378915
22084,64290.22755571699
40269,28618.358666475193
7194,19658.22355100303
9296,97116.73959302227
21459,23921.17066044634
9091,19782.13810951053
16804,20184.150905699556
13889,24335.316563727683
2914,21754.146225709643
40806,18836.633574752283
10694,29032.35874542457
22907,19710.91939366021
14429,17823.250498198817
39364,22986.79344467941
23945,30249.926591136813
44282,25765.247727319627
23874,29695.32339191326
9283,17944.66126744513
41681,39382.77235173655
15725,32805.25290898245
10833,30839.443463429692
39908,24198.751316343056
6756,32644.450059113384
23871,20241.484347513004
39256,24010.86004419095
19362,23927.642285314854
18921,55929.75292476741
1944,30168.4553537358
29355,56212.968634735094
6289,81768.50796044644
2918,26950.34428875777
41615,21326.065991594776
42001,19991.88927920416
23598,44251.32188444788
12208,42451.67318621787
29863,33944.26734332912
24900,21240.86916933488
34133,18741.711654586426
15922,25699.401466416428
17388,21247.914938137983
30714,140430.5290665396
34220,25307.423744879663
30186,26683.847778736497
37616,23187.706470795587
8409,24112.17776780267
37708,48234.48143853678
33802,24731.638139761315
85,40181.05082772899
34739,31545.34307136992
33882,67485.88967808499
6103,25106.478742525913
10483,63776.556882040546
113,27933.60837556515
37206,39886.16058751143
18961,27417.419581590628
14828,26055.872175231867
10169,32161.163214157015
30269,25256.56404095693
43046,38342.0205751131
40789,32561.919266517914
29016,30996.584958174266
43677,23323.808402068797
14269,55352.89703558266
45106,30655.705151268572
32321,23384.38950308389
34488,22209.34502898497
44813,45615.42276225821
33429,32377.939955062582
391,39979.49315540312
10633,21789.652952915465
271,25268.293866081687
20338,24053.119217776548
7942,20905.711783681618
18874,42898.96189050781
45262,28367.653180143825
4317,26655.73188012067
1406,32737.495119552943
8948,88854.67004047663
22463,22323.964504176576
22337,24425.569725550304
2479,25222.78598446661
19912,17483.742722633324
38314,24860.62172159803
31947,34719.830173268536
10047,25083.896896140184
1630,61594.16425732462
36160,35026.803667514
30246,26557.759899056226
20839,42650.229230681056
46372,21208.032898159843
21158,23501.428819974128
46678,20788.5331469269
9367,16375.299657888332
16685,19674.39371490659
14662,25947.991371563083
14555,25455.574284180155
8261,38869.19195665262
13342,29140.05597186848
24546,19477.462168435188
15233,27791.77758414988
17077,36228.26220496991
4496,69849.71210361237
25032,47091.606177010515
32780,32151.233176240872
1537,26684.370500921446
12742,19323.40778520779
9889,36448.44299166778
34010,30120.39804248925
530,24684.432984951214
5494,30739.957708837814
21423,35953.637900887814
32407,43317.9202221836
13988,51218.34751059662
24743,84839.4588830054
1618,37667.3622406752
21426,52496.997622631374
378,46970.13856118877
45,21438.358072477073
4035,35672.52803411966
27131,21735.40221547094
14975,55401.03444296974
43535,16357.409245491785
24001,39704.3221207289
42767,31140.55731924277
36414,31454.45552839045
31531,26568.118403400294
14267,21813.475746717653
28428,22280.525945956702
8032,30051.46039578441
35179,23596.969632802677
35637,21853.411238462635
2904,21304.501031512744
18468,41503.276816676924
41959,27242.256089931936
1829,26247.19912882129
10613,19814.993299556052
8555,26197.70685258566
16244,44643.1781256235
36492,22213.53928882754
3504,18077.45164520899
26076,26282.39622032692
20956,43895.290707086475
28593,21382.515828217613
36187,24362.059446395724
40025,33770.72758226964
34412,29390.706134305423
43663,41510.58696125841
45933,23072.16420818327
8004,41825.039041466196
6804,34483.26901828745
38539,24627.372062126407
23110,27783.335965165432
17654,22749.440185123356
2582,28772.949855474057
45381,45758.45040149457
46514,34182.68904027832
18345,18725.076312084566
39462,19922.424952921778
9407,22873.199314760976
16587,20777.91535721501
9590,31145.94323761575
38463,28219.1581000358
11143,24594.218415300013
10134,21748.147661312018
28606,24253.341471745574
29841,31058.67385499057
35531,34962.32077648156
44121,21233.079102236312
21623,23167.405109392246
5620,24541.72418877078
21399,19328.58605968635
26852,42745.87507875994
29996,25013.586178329366
30077,43522.850693829125
35593,48131.84898243466
44737,33359.57274256114
13061,31971.50048969462
6929,29991.70294732129
1113,85981.83622555333
12904,51920.09795046819
31275,42779.52286924643
3367,18322.67320317772
34177,48118.43580073246
28703,38346.36146250527
6394,29705.56988650284
45445,38952.17311647054
19524,20648.666604146594
42358,32080.166500558204
22060,30488.331778120308
42923,35199.11261413744
31452,35347.619334617804
20474,37953.255859862285
12879,27238.623191651306
37328,28510.16865776776
26329,41077.670468372846
6294,50358.442970632284
29577,21594.709661023808
25694,40094.347513701156
41652,25554.08960881611
27187,53650.96316880113
41654,31574.12654623532
22889,22514.636558242375
23403,83181.5478282714
42566,21600.03831415251
35240,28224.390690412314
835,50414.7068882653
9830,19316.94806617225
13066,30701.293695918663
8735,25648.010840147588
4563,23776.234441006236
33694,22492.904576155386
26656,54258.61652633862
43462,28502.462576861377
41343,22617.013582318148
22677,24306.228745442466
24558,34814.12964014837
30633,23874.78190425347
18728,32018.06460963306
14874,25046.101289679442
15143,26582.98941056148
17702,57904.99937828083
30353,59529.098737494496
5628,19774.546192438254
16754,26534.059190006054
9592,30407.690344406437
15372,106991.06656977936
30126,21920.67350941195
7035,19403.754792986147
28990,24697.98042269022
32535,17480.954171016318
31491,58145.571956713655
36112,31353.813310801575
11868,29831.590891066502
33363,37918.53412643095
16435,33103.15011733785
8194,27379.086531006556
40066,24142.485865933646
22124,30717.603964626527
27531,20565.18840280801
8806,26890.545093812805
13375,28616.211875404988
3963,35641.315790050314
665,23485.90378247571
38015,23022.55296500103
17885,41028.25566287612
4145,27197.905898261175
45635,44279.43609783921
29787,88502.75298808521
31909,17968.037388171593
22486,24088.898014749284
39294,52968.03954263407
20950,21119.044189439563
36156,19753.279279493203
29532,45234.746606648056
7017,21642.745867268997
9300,21076.637329449295
510,39076.780574471806
17652,39944.70233152053
23544,35416.2933880417
7919,23088.58554509087
26357,45111.92309628686
21408,34937.49592615408
35228,31008.99196286808
3197,27481.805880891217
37803,26213.44272197495
44237,32905.8713947073
40357,23166.27676144056
21923,18173.96754163172
18896,15426.560788668226
38319,19866.380655629793
19277,23090.35641288251
25530,22464.301652139577
27115,46065.079481979425
25452,49257.6644166176
10507,22417.686215850234
11443,24385.237054969475
31155,22265.85503977799
44014,27245.122358283814
20638,26997.31112178974
40302,85710.69403242436
23160,77413.38415231419
26916,25083.746255864884
34257,16925.001855065086
36683,17814.384991452185
11354,41822.92695371504
21833,19062.793801525346
43601,29117.184639373212
25840,30235.178834638005
22497,24827.68798975664
38179,21529.50436564919
35332,39645.56310246163
19155,24263.55304586407
19711,34551.14210455798
28861,21061.930748026236
36581,43859.23363004631
42847,18369.920449671015
33210,30667.600443877105
29361,81709.0606635487
24490,79719.25297587021
42430,24432.570136410766
42278,22232.560457806685
37938,29791.71804651228
27947,20921.74047052808
20595,22638.75953964409
12069,53320.75924234156
1900,53446.47040392269
14706,26133.735257245717
46507,23428.641879559145
9651,26300.61976267607
3015,36991.4219890348
6214,24441.666548554786
46606,29667.07324779348
20498,113640.0550064015
7822,48943.17963838219
16684,22228.50229204248
31863,44537.08294077215
35753,21484.921466962318
1205,36032.954871089256
7860,60753.07641866192
25283,31179.17400348105
32784,35242.78246757359
2557,33828.5051216532
30243,27402.099805854843
929,31210.07453071169
5485,43447.85982781998
36165,24311.849687347858
22034,28755.167818118207
32788,26005.473444401345
9670,29990.838211433642
37903,85777.31155518151
13429,70971.23265541828
6140,68491.71320817861
16840,42114.81414931087
1928,31455.20218215324
32499,26006.814113959845
22411,26017.620834320784
40866,26886.47886276254
43207,20744.837324763794
13841,32770.82759976122
2107,35278.22640176318
10846,25990.67297238286
46376,38757.573894927395
37752,23105.829709059908
24689,48350.74218376912
41528,39538.502466163016
45974,20537.591183108423
26217,33822.708643165446
43902,26806.234329234983
22514,76524.0587433753
46405,38117.594215470395
22574,36094.71330707759
17984,23496.744917161413
19166,27658.547114051995
43818,23482.079167172487
14104,16762.34423890998
29188,19474.736261281912
30837,19712.873376633506
45301,23927.402511085907
29839,31261.47918619745
10869,61355.38402866083
41340,24723.481324416207
2723,24723.88944234798
35735,35180.75031920764
738,66165.36616667925
4733,74055.29535694318
11206,25002.370503240265
2874,20999.52105445179
37931,30700.69934696518
23305,38889.783103954396
10401,26240.816959872493
15134,58242.68782079141
917,36928.94359756718
46235,54467.04123363283
38511,35205.116747991386
42825,22810.954365308164
36519,27168.53261617769
42640,21034.085943036887
23371,42595.34585551961
11742,26829.910734159872
19919,24693.27297871269
33367,61563.01745215518
35666,46999.47755504912
24234,18176.42912958967
22964,31716.89204566917
39965,30471.318741834606
8351,23498.730346797616
44745,19988.874262631056
16874,17877.14744292834
12492,25189.776562325773
23121,24815.59707745735
13171,43418.52125560792
32248,21686.812140855007
43721,29590.902531225467
37285,23718.73677502107
36884,29690.59098916332
12704,22534.029893726838
40121,28488.83379280372
22387,22244.24053322454
46839,25789.2637478034
44421,42769.938562998344
17295,22489.32673025207
28415,18291.12297034636
6317,28527.69262552011
16054,32916.37389120448
43594,24280.858312190103
37542,21796.74105704535
35006,37517.92999855406
26114,21014.05388422517
12388,35601.35845178395
7443,34472.56362604012
12890,19544.26384066482
33443,20803.776738119544
25203,25227.29359535486
15984,33190.345556585
13485,18170.59740199987
10471,20811.4647500664
7606,23295.030002435786
4008,40212.7041301493
17533,37875.0027416707
31580,35322.33904272178
8493,21151.61614978459
3383,29088.48050508584
41819,19259.274926676502
41084,19230.132527232316
25431,18839.282482928596
31506,34395.13746414505
